tweet_id,account_handle,posted_at,tweet_url,content_type,set_to_music,genre_tags,duration_sec,like_count,retweet_count,summary,script,notable_text
1881408246067744887,POTUS,2025-01-20T18:27:35.000Z,https://x.com/POTUS/status/1881408246067744887,utopian hype montage,True,genre:utopian,34.709,745663,126860,"A cinematic, music-driven inauguration-day montage posted by POTUS celebrating the start of Trump's term as the 'golden age of America.' Fast-cut, color-graded footage of Marine One on the White House lawn at golden hour, a prayer scene under 'IN GOD WE TRUST,' a packed military hangar rally, and Trump saluting a helicopter flyover, ending on a stylized 'THE WHITE HOUSE / PRESIDENT DONALD J. TRUMP' title card. The empty transcript, high music score, and movie-trailer-style title treatment make this an aspirational spectacle built for emotional/patriotic appeal rather than information, so it fits youth-appeal produced content.","[0:03] Head-on hero shot of Marine One (green-and-white VH-3) parked on the White House South Lawn at golden hour, boarding stairs extended; cinematic backlit composition. No talking (music-driven).  [0:10] Dim, reverent interior scene of a prayer/blessing with Trump bowed before a US flag, gold lettering 'IN GOD WE TRUST' carved on the wall; attendees with hands raised.  [0:17] Wide shot of a massive crowd of service members filling a military aircraft hangar, giant American flag and fighter jets framing the stage for a rally.  [0:24] Low-angle shot of Trump applauding as Army helicopters (Chinooks, Black Hawks, Apaches) fly over against a blue sky next to a waving American flag.  [0:31] Closing title card: stylized dark engraving of the White House facade with a waving flag, centered serif text 'THE WHITE HOUSE / PRESIDENT DONALD J. TRUMP.'",On-screen end card: 'THE WHITE HOUSE / PRESIDENT DONALD J. TRUMP'; in-frame engraving 'IN GOD WE TRUST'. Tweet: 'AMERICA IS BACK.' / 'This will truly be the golden age of America.'
1891922058415603980,WhiteHouse,2025-02-18T18:45:43.000Z,https://x.com/WhiteHouse/status/1891922058415603980,ASMR stylized spectacle / deportation montage,False,genre:advertisement,40.833,88420,12036,"An official White House video styled as an 'ASMR: Illegal Alien Deportation Flight,' presenting the sounds of a deportation operation (clinking chains, ratcheting handcuffs, footsteps on tarmac) as soothing ASMR-style audio. Detainees are filmed being walked toward a waiting plane, restraints are laid out and applied in tight close-up, and a person is shown ascending the airstairs. The ASMR framing turns an enforcement action into deliberate entertainment-style content designed to be provocative and shareable.","[0:04] Low-angle shot on a wet tarmac: an officer in a hi-vis vest guides shackled detainees in gray sweatsuits toward a parked white jetliner under a bright cloudy sky.  [0:12] Close-up of feet walking past chains and handcuffs laid out across the pavement, emphasizing the metallic ASMR sounds of the restraints.  [0:20] Continued close shot of multiple sets of chains and cuffs strewn on the ground as boots step through them.  [0:28] Extreme close-up of handcuffs being ratcheted onto a detainee's wrist inside a vehicle/seat, foregrounding the click of the cuffs.  [0:36] Upward-angle shot of a detainee in a plaid jacket climbing the metal airplane stairs against a cloudy sky, completing the boarding sequence.",Tweet: 'ASMR: Illegal Alien Deportation Flight'
1962238770515742900,USDOL,2025-08-31T19:39:14.000Z,https://x.com/USDOL/status/1962238770515742900,cinematic patriotic montage (Labor Day ad),True,genre:advertisement,34.268,4119,979,"A Department of Labor Labor Day video built as a sweeping, cinematic montage celebrating 'the American Worker' across 250 years. It cuts vintage archival film of wilderness, skylines, the Golden Gate Bridge, farms and livestock together with modern footage of workers, over a dramatic trailer-style voiceover and music bed, with stylized subtitle captions, closing on the DOL seal. The trailer-like grand narration and montage editing make it produced spectacle rather than an informational PSA.","[0:03] Vintage aerial film of a forested mountain wilderness; caption 'A VAST WILDERNESS' as VO begins 'They took a vast wilderness and transformed it into the most powerful nation in history.'  [0:10] Archival aerial of the Golden Gate Bridge over the bay; caption 'CITIES KNOWN TO MAN' over VO 'Built the greatest cities known to man.'  [0:17] Black-and-white footage of cattle and farmhands at a ranch; caption 'AND REARED THE LIVESTOCK' over VO about growing crops and rearing livestock that fed the world.  [0:24] Modern color footage of firefighters in a station, one on crutches shaking hands; caption 'HONORS 250 YEARS' as VO honors the grit and determination of the American Worker.  [0:30] Closing card: white Department of Labor / United States of America seal on a black background.","On-screen captions: 'A VAST WILDERNESS', 'CITIES KNOWN TO MAN,', 'AND REARED THE LIVESTOCK', 'HONORS 250 YEARS'. VO: 'They took a vast wilderness and transformed it into the most powerful nation in history... This Labor Day, the Department of Labor honors 250 years of the grit, ingenuity and determination of the American Worker.'"
2004213733946777826,ICEgov,2025-12-25T15:32:45.000Z,https://x.com/ICEgov/status/2004213733946777826,retro pixel-art animated Christmas card / meme spectacle,True,genre:advertisement,32.018,52186,7286,"An official ICE Christmas video rendered as a nostalgic 16-bit, pixel-art animation: a blue-and-white 'ICE AIR' jetliner (a wink at deportation flights) takes off and banks over a snow-covered Christmas village with glowing lights and falling snow, its tail decorated with a holiday wreath. The clip builds to a sparkling, light-bulb-style 'Merry Christmas from ICE' title card. With no spoken transcript and a high music score, it is a music-driven, stylized meme/greeting-card spectacle designed to be cute, ironic, and highly shareable.","[0:03] Pixel-art 'ICE AIR' airliner climbs steeply to the right over a snowy nighttime Christmas village, heavy snowflakes falling; a red-and-green holiday wreath decorates the tail fin.  [0:09] The plane levels off lower across the frame as the glowing, light-strung village with churches and cottages scrolls beneath it amid falling snow.  [0:16] Wide shot of the lit village under snowfall with evergreen trees in the foreground; the 'ICE AIR' jet descends toward the lower-left, skimming past the rooftops.  [0:22] Title card: sparkling, marquee-bulb lettering reads 'Merry Christmas from ICE' over the snowy village, with the small 'ICE AIR' plane flying above the text and snowflakes twinkling.  [0:28] The 'ICE AIR' jetliner banks gracefully to the right against the dark snowy sky above the glowing village, closing the loop of the animation.","On-aircraft livery: 'ICE AIR'. Title card: 'Merry Christmas from ICE'. Tweet text: 'Merry Christmas, America!'"
2013620691661164617,WhiteHouse,2026-01-20T14:32:38.000Z,https://x.com/WhiteHouse/status/2013620691661164617,utopian hype montage,True,genre:utopian,56.489,42094,9266,"A vertical (9:16), social-media-native '365 Days of President Donald J. Trump' anniversary hype reel set to music with big animated kinetic-typography callouts. Fast cuts move between Trump seated before world flags ('STRONG GLOBAL RELATIONSHIPS'), cinematic color-graded Marines on a wire obstacle, Trump striding through a flag-draped Rose Garden, a White House event captioned 'No Men In Women's SPORTS,' and a fireworks finale reading 'MAKING AMERICA GREAT AGAIN.' Empty transcript, very high music score, punchy text overlays and a montage-trailer structure make this a clear youth-appeal produced spectacle promoting a 'Golden Age.'","[0:05] Trump seated at a table in front of a row of world flags (German, Italian, Ukrainian, UK); large blue animated text overlay 'STRONG GLOBAL RELATIONSHIPS.' No talking (music-driven).  [0:17] Cinematic, color-graded shot of US Marines in helmets/packs working a concertina-razor-wire obstacle in the dirt; gritty militaristic tone.  [0:28] Trump in a long dark overcoat walking across a stage in the White House Rose Garden, flanked by American flags and tulips; polished slow-motion feel.  [0:39] Interior White House hallway with chandelier and flags as a group walks toward camera down a red carpet; bold yellow animated text 'No Men In Women's SPORTS.'  [0:50] Cinematic back-of-head shot of Trump and a woman watching a wall of fireworks/lights; centered serif text 'MAKING AMERICA GREAT AGAIN' as the closing beat.","On-screen kinetic text: 'STRONG GLOBAL RELATIONSHIPS', 'No Men In Women's SPORTS', 'MAKING AMERICA GREAT AGAIN'. Tweet: '365 DAYS OF PRESIDENT DONALD J. TRUMP. A Golden Age just getting started.'"
2013624611280154733,USCIS,2026-01-20T14:48:13.000Z,https://x.com/USCIS/status/2013624611280154733,utopian hype montage (retweet),True,genre:utopian,56.489,42094,9266,"USCIS retweet of the White House's '365 Days of President Donald J. Trump' anniversary reel (identical media file). It is a vertical, social-media-native, music-driven hype montage with big animated kinetic-typography callouts: fast cuts of Trump before world flags ('STRONG GLOBAL RELATIONSHIPS'), color-graded Marines on razor wire, Trump in the Rose Garden, a White House event ('No Men In Women's SPORTS'), and a fireworks finale ('MAKING AMERICA GREAT AGAIN'). Empty transcript and very high music score; the cinematic montage-trailer styling and youth-appeal spectacle put it squarely in scope, with a federal immigration agency (USCIS) amplifying it.","[0:05] Trump seated at a table in front of a row of world flags (German, Italian, Ukrainian, UK); large blue animated text overlay 'STRONG GLOBAL RELATIONSHIPS.' No talking (music-driven).  [0:17] Cinematic, color-graded shot of US Marines in helmets/packs working a concertina-razor-wire obstacle in the dirt; gritty militaristic tone.  [0:28] Trump in a long dark overcoat walking across a stage in the White House Rose Garden, flanked by American flags and tulips; polished slow-motion feel.  [0:39] Interior White House hallway with chandelier and flags as a group walks toward camera down a red carpet; bold yellow animated text 'No Men In Women's SPORTS.'  [0:50] Cinematic back-of-head shot of Trump and a woman watching a wall of fireworks/lights; centered serif text 'MAKING AMERICA GREAT AGAIN' as the closing beat.","On-screen kinetic text: 'STRONG GLOBAL RELATIONSHIPS', 'No Men In Women's SPORTS', 'MAKING AMERICA GREAT AGAIN'. Tweet (RT @WhiteHouse): '365 DAYS OF PRESIDENT DONALD J. TRUMP. A Golden Age just getting started.'"
2013730570065359248,WhiteHouse,2026-01-20T21:49:15.000Z,https://x.com/WhiteHouse/status/2013730570065359248,utopian hype montage,True,genre:utopian,224.126,84310,23128,"A nearly four-minute cinematic 'one year in' sizzle reel celebrating Trump's first 365 days, cutting between anamorphic widescreen hero shots (Marine One lifting off with the US flag, Trump silhouetted ascending Air Force One at golden hour, aerial landscapes) and a fast montage of pundit/voiceover soundbites layered over a swelling music bed. The messaging frames Trump as a destined, almost messianic figure delivering a 'golden age' across the economy, the border, and the military, with an emotional appeal of triumphant momentum ('the story is just getting started'). It fits as a produced, music-driven propaganda montage rather than a raw speech.","[0:22] Dark, moody anamorphic shot of an ornate building exterior with the presidential seal barely lit in deep red tones; ominous cinematic open as narration begins 'Sometimes in history there's this magic moment, somebody appears on the scene, and everything changes.'  [1:07] Green-and-white Marine One helicopter hovering low over treetops with a small American flag on the fuselage, 'UNITED' visible; heroic golden-hour framing while voices declare 'I am with you... I will fight for you... a man who's met his destiny.'  [1:52] Trump silhouetted in a dark overcoat climbing the Air Force One stairway against a cool teal sky, shot through an out-of-focus foreground; narration calls his win 'the greatest comeback of all time' over rising music.  [2:37] Aerial window view over dense green forest past a blue aircraft wing/engine; montage of economic and border claims ('zero illegal crossing,' 'the economy is soaring,' 'the one big beautiful bill on July 4th').  [3:21] Low silhouette of a large aircraft's landing gear at dusk on a runway with sunset glow; closing build toward 2026 with 'the American people have so much to look forward to' and patriotic music swell.","Tweet: 'A defining moment in history. A clear mandate from the American people. 365 days later, President Donald J. Trump is delivering, patriotism is rising, America is BACK, and the story is just getting started.' Voiceover lines: 'success will be my retribution'; 'America's back, common sense is back'; 'the Trump economic golden age is full speed ahead.'"
2026800042414063937,USDOL,2026-02-25T23:22:40.000Z,https://x.com/USDOL/status/2026800042414063937,utopian hype montage,True,genre:utopian,35.476,484,126,"A Department of Labor economic-boast montage that overlays Trump's voice reciting job and construction numbers onto cinematic, color-graded B-roll: a dramatically backlit Trump at a podium, idyllic golden-hour footage of a worker and a child in hardhats atop a solar-panel rig, and Trump at the State of the Union flanked by Vance and Speaker Johnson, closing on a DOL seal over a waving flag. The emotional appeal is aspirational prosperity and 'America First' worker pride, branded as government promo. It fits as a produced, music-bedded hype montage rather than a raw clip because the speech audio is cut over stylized imagery with an official end card.","[0:03] Cinematic low-key shot of Trump from behind at a podium in a dark warehouse-like venue, rim-lit; audio of Trump: 'thousands of new businesses are forming... factories, plants, and laboratories are being built.'  [0:10] Golden-hour B-roll of a man in an orange hardhat and a child in an orange hardhat sitting atop a solar-panel installation overlooking a forest; warm aspirational tone over '70,000 new construction jobs.'  [0:17] Trump speaking at the State of the Union rostrum, VP Vance and Speaker Mike Johnson seated behind him against draped American flags; 'more Americans are working today than at any time in our history.'  [0:24] Continued State of the Union shot, Johnson applauding; Trump: '100% of all jobs created under my administration have been in the private sector.'  [0:32] Closing brand card: white 'DEPARTMENT OF LABOR / UNITED STATES OF AMERICA' seal superimposed over a slow-motion waving American flag in muted tones.",Tweet: '.@POTUS is putting American Workers First and taking our economy to new heights. The Golden Age is upon us.' On-screen: Department of Labor seal. Spoken: '100% of all jobs created under my administration have been in the private sector.'
2051022799414645118,USDOL,2026-05-03T19:35:16.000Z,https://x.com/USDOL/status/2051022799414645118,recruitment hype montage,True,genre:advertisement; genre:recruitment,30.95,180,37,"A fast-cut recap-montage of DOL's National Apprenticeship Week built from event B-roll (a packed conference hall, apprentices at a BuildWithin laptop demo, a big group photo, Acting Secretary Sonderling at a flag-lined podium) under a driving music bed with bold kinetic ALL-CAPS overlays. A patriotic voiceover frames Trump's 'one million active apprentices' goal and ends on the slogan 'making America skilled again.' In scope: it packages a recruitment/economic message as an upbeat, stylized hype montage rather than a raw speech or testimonial.","[0:03] Title-card style open over branded B-roll; bold red banner 'NATIONAL APPRENTICESHIP WEEK / APRIL 26 - MAY 2, 2026' across a wide shot of a packed conference hall with a speaker at the front podium; upbeat music; VO: 'Last week at the Department of Labor, we celebrated National Apprenticeship Week.'  [0:09] Kinetic caption 'CHARGING TOWARD PRESIDENT [TRUMP'S GOAL]' over event footage; VO: 'We're charging toward President Trump's goal of one million active apprentices and the progress is undeniable.'  [0:15] B-roll of two apprentices at a laptop in front of a screen reading 'Welcome to BuildWithin's Apprenticeship Celebration'; overlay 'ACROSS AMERICA, REGISTERED APPRENTICESHIPS'; VO: 'Across America, registered apprenticeships are changing lives.'  [0:21] Large group photo of officials and apprentices on stage with flags; overlay 'IN-DEMAND CAREERS FAST.'; VO: 'Launching workers into high-paying, in-demand careers fast.'  [0:27] Darkened, color-graded wide shot of Acting Secretary Sonderling at a flag-lined podium with seated officials; punch-in caption 'SKILLED AGAIN!'; VO: 'Under the Trump administration, we're making America skilled again.'","NATIONAL APPRENTICESHIP WEEK APRIL 26 - MAY 2, 2026; CHARGING TOWARD PRESIDENT TRUMP'S [GOAL]; ACROSS AMERICA, REGISTERED APPRENTICESHIPS; IN-DEMAND CAREERS FAST.; SKILLED AGAIN!"
2051473750873321574,WhiteHouse,2026-05-05T01:27:11.000Z,https://x.com/WhiteHouse/status/2051473750873321574,pop-culture parody skit,False,genre:advertisement; genre:parody; genre:utopian,8.916,19247,2434,"A short, glossy pop-culture parody in which Pawn Stars' Rick Harrison, standing arms-wide in the White House Blue Room, delivers a riff on his show's signature haggling catchphrase: 'Okay, the best I can do is the golden age for small businesses.' It is a celebrity-cameo comedy bit cinematically shot inside the White House, leaning on the recognizable reality-TV format for a humorous, shareable pro-Trump economic message. It fits the project as a deliberate pop-culture genre experiment (Pawn Stars parody) produced as entertainment, even though it is dialogue-driven rather than set to music.","[0:00] Rick Harrison stands centered in the ornate, blue-and-gold White House Blue Room (period portraits, gilded chairs, candelabra), arms spread wide in the classic Pawn Stars 'best I can do' pose.  [0:04] Same framing, Harrison gesturing as he delivers the punchline to camera: 'Okay, the best I can do is the golden age for small businesses.'  [0:08] Cut to black end card: line-art White House logo with text 'THE WHITE HOUSE.'","Spoken: 'Okay, the best I can do is the golden age for small businesses.' Tweet: 'BEST I CAN DO IS THE GOLDEN AGE FOR SMALL BUSINESSES. Pawn Stars' Rick Harrison x White House.' End card: 'THE WHITE HOUSE.'"
